sec,r.init,r.init was invoked (a)
4.391,0.495,StateMachine,before this.everyTime
4.392,0.673,StateMachine,after this.everyTime
4.392,0.445,StateMachine,run completed
4.393,0.619,Mainline,Ending state machine pass
4.393,0.367,Mainline,Begining state machine pass
4.394,0.669,StateMachine,before if(conditionsToCheck
4.394,0.554,StateMachine,before this.everyTime
4.395,0.905,StateMachine,after this.everyTime
4.396,0.467,StateMachine,run completed
4.396,0.594,Mainline,Ending state machine pass
4.397,0.372,Mainline,Begining state machine pass
4.397,0.689,StateMachine,before if(conditionsToCheck
4.398,0.606,StateMachine,before this.everyTime
4.398,0.600,StateMachine,after this.everyTime
4.399,0.721,StateMachine,run completed
4.400,0.464,Mainline,Ending state machine pass
4.400,0.586,Mainline,Begining state machine pass
4.401,0.439,StateMachine,before if(conditionsToCheck
4.401,0.795,StateMachine,before this.everyTime
4.402,0.420,StateMachine,after this.everyTime
4.402,0.636,StateMachine,run completed
4.403,0.369,Mainline,Ending state machine pass
4.403,0.582,Mainline,Begining state machine pass
4.404,0.390,StateMachine,before if(conditionsToCheck
4.405,0.742,StateMachine,before this.everyTime
4.405,0.417,StateMachine,after this.everyTime
4.406,0.624,StateMachine,run completed
4.406,0.429,Mainline,Ending state machine pass
4.407,0.563,Mainline,Begining state machine pass
4.407,0.494,StateMachine,before if(conditionsToCheck
4.409,1.477,StateMachine,before this.everyTime
4.409,0.498,StateMachine,after this.everyTime
4.410,0.737,StateMachine,run completed
4.410,0.438,Mainline,Ending state machine pass
4.411,0.644,Mainline,Begining state machine pass
4.411,0.414,StateMachine,before if(conditionsToCheck
4.412,0.823,StateMachine,before this.everyTime
4.413,0.463,StateMachine,after this.everyTime
4.413,0.680,StateMachine,run completed
4.414,0.442,Mainline,Ending state machine pass
4.414,0.506,Mainline,Begining state machine pass
4.415,0.331,StateMachine,before if(conditionsToCheck
4.415,0.640,StateMachine,before this.everyTime
4.416,0.719,StateMachine,after this.everyTime
4.417,0.680,StateMachine,run completed
4.417,0.450,Mainline,Ending state machine pass
4.418,0.556,Mainline,Begining state machine pass
4.418,0.530,StateMachine,before if(conditionsToCheck
4.419,0.855,StateMachine,before this.everyTime
4.419,0.447,StateMachine,after this.everyTime
4.420,0.626,StateMachine,run completed
4.420,0.412,Mainline,Ending state machine pass
4.421,0.588,Mainline,Begining state machine pass
4.422,0.483,StateMachine,before if(conditionsToCheck
4.423,1.837,StateMachine,before this.everyTime
4.424,0.521,StateMachine,after this.everyTime
4.425,0.770,StateMachine,run completed
4.425,0.469,Mainline,Ending state machine pass
4.426,0.672,Mainline,Begining state machine pass
4.426,0.473,StateMachine,before if(conditionsToCheck
4.427,0.762,StateMachine,before this.everyTime
4.427,0.423,StateMachine,after this.everyTime
4.428,0.760,StateMachine,run completed
4.429,0.484,Mainline,Ending state machine pass
4.429,0.570,Mainline,Begining state machine pass
4.430,0.420,StateMachine,before if(conditionsToCheck
4.430,0.672,StateMachine,before this.everyTime
4.431,0.495,StateMachine,after this.everyTime
4.432,0.699,StateMachine,run completed
4.432,0.459,Mainline,Ending state machine pass
4.433,0.669,Mainline,Begining state machine pass
4.433,0.429,StateMachine,before if(conditionsToCheck
4.434,0.821,StateMachine,before this.everyTime
4.434,0.434,StateMachine,after this.everyTime
4.435,0.667,StateMachine,run completed
4.435,0.424,Mainline,Ending state machine pass
4.436,0.689,Mainline,Begining state machine pass
4.437,0.473,StateMachine,before if(conditionsToCheck
4.437,0.679,StateMachine,before this.everyTime
4.438,0.700,StateMachine,after this.everyTime
4.439,0.611,StateMachine,run completed
4.440,1.253,Mainline,Ending state machine pass
4.440,0.618,Mainline,Begining state machine pass
4.441,0.588,StateMachine,before if(conditionsToCheck
4.442,1.034,StateMachine,before this.everyTime
4.443,0.443,StateMachine,after this.everyTime
4.443,0.675,StateMachine,run completed
4.444,0.376,Mainline,Ending state machine pass
4.444,0.634,Mainline,Begining state machine pass
4.445,0.414,StateMachine,before if(conditionsToCheck
4.445,0.750,StateMachine,before this.everyTime
4.446,0.373,StateMachine,after this.everyTime
4.446,0.638,StateMachine,run completed
4.447,0.573,Mainline,Ending state machine pass
4.448,0.702,Mainline,Begining state machine pass
4.449,1.346,StateMachine,before if(conditionsToCheck
4.450,1.134,StateMachine,before this.everyTime
4.451,0.507,StateMachine,after this.everyTime
4.452,0.932,StateMachine,run completed
4.453,1.196,Mainline,Ending state machine pass
4.453,0.617,Mainline,Begining state machine pass
4.454,1.042,StateMachine,before if(conditionsToCheck
4.455,0.624,StateMachine,before this.everyTime
4.456,0.540,StateMachine,after this.everyTime
4.456,0.399,StateMachine,run completed
4.457,0.884,Mainline,Ending state machine pass
4.457,0.460,Mainline,Begining state machine pass
4.458,0.991,StateMachine,before if(conditionsToCheck
4.459,0.556,StateMachine,before this.everyTime
4.460,0.604,StateMachine,after this.everyTime
4.460,0.440,StateMachine,run completed
4.460,0.532,Mainline,Ending state machine pass
4.461,0.648,Mainline,Begining state machine pass
4.462,0.590,StateMachine,before if(conditionsToCheck
4.462,0.519,StateMachine,before this.everyTime
4.463,0.728,StateMachine,after this.everyTime
4.463,0.466,StateMachine,run completed
4.465,1.087,Mainline,Ending state machine pass
4.465,0.492,Mainline,Begining state machine pass
4.466,0.668,StateMachine,before if(conditionsToCheck
4.466,0.722,StateMachine,before this.everyTime
4.467,0.769,StateMachine,after this.everyTime
4.468,0.498,StateMachine,run completed
4.468,0.740,Mainline,Ending state machine pass
4.469,0.491,Mainline,Begining state machine pass
4.470,0.686,StateMachine,before if(conditionsToCheck
4.470,0.659,StateMachine,before this.everyTime
4.471,0.608,StateMachine,after this.everyTime
4.471,0.425,StateMachine,run completed
4.472,0.695,Mainline,Ending state machine pass
4.473,0.903,Mainline,Begining state machine pass
4.474,0.805,StateMachine,before if(conditionsToCheck
4.474,0.696,StateMachine,before this.everyTime
4.475,0.740,StateMachine,after this.everyTime
4.476,0.424,StateMachine,run completed
4.476,0.672,Mainline,Ending state machine pass
4.477,0.413,Mainline,Begining state machine pass
4.477,0.674,StateMachine,before if(conditionsToCheck
4.478,0.670,StateMachine,before this.everyTime
4.479,0.615,StateMachine,after this.everyTime
4.479,0.472,StateMachine,run completed
4.480,0.702,Mainline,Ending state machine pass
4.480,0.456,Mainline,Begining state machine pass
4.481,0.706,StateMachine,before if(conditionsToCheck
4.481,0.536,StateMachine,before this.everyTime
4.482,0.710,StateMachine,after this.everyTime
4.483,0.419,StateMachine,run completed
4.483,0.706,Mainline,Ending state machine pass
4.484,0.407,Mainline,Begining state machine pass
4.484,0.685,StateMachine,before if(conditionsToCheck
4.485,0.535,StateMachine,before this.everyTime
4.486,0.687,StateMachine,after this.everyTime
4.486,0.463,StateMachine,run completed
4.487,0.660,Mainline,Ending state machine pass
4.487,0.437,Mainline,Begining state machine pass
4.488,0.753,StateMachine,before if(conditionsToCheck
4.488,0.564,StateMachine,before this.everyTime
4.489,0.700,StateMachine,after this.everyTime
4.490,0.462,StateMachine,run completed
4.490,0.752,Mainline,Ending state machine pass
4.491,0.472,Mainline,Begining state machine pass
4.491,0.544,StateMachine,before if(conditionsToCheck
4.492,0.479,StateMachine,before this.everyTime
4.492,0.589,StateMachine,after this.everyTime
4.493,0.501,StateMachine,run completed
4.494,0.547,Mainline,Ending state machine pass
4.494,0.422,Mainline,Begining state machine pass
4.495,0.668,StateMachine,before if(conditionsToCheck
4.495,0.573,StateMachine,before this.everyTime
4.496,0.694,StateMachine,after this.everyTime
4.496,0.427,StateMachine,run completed
4.497,0.667,Mainline,Ending state machine pass
4.498,1.087,Mainline,Begining state machine pass
4.499,0.449,StateMachine,before if(conditionsToCheck
4.499,0.848,StateMachine,before this.everyTime
4.500,0.725,StateMachine,after this.everyTime
4.501,0.474,StateMachine,run completed
4.501,0.769,Mainline,Ending state machine pass
4.502,0.472,Mainline,Begining state machine pass
4.502,0.651,StateMachine,before if(conditionsToCheck
4.503,0.583,StateMachine,before this.everyTime
4.504,0.604,StateMachine,after this.everyTime
4.504,0.448,StateMachine,run completed
4.505,0.532,Mainline,Ending state machine pass
4.505,0.496,Mainline,Begining state machine pass
4.506,0.588,StateMachine,before if(conditionsToCheck
4.506,0.618,StateMachine,before this.everyTime
4.507,0.713,StateMachine,after this.everyTime
4.508,0.513,StateMachine,run completed
4.508,0.629,Mainline,Ending state machine pass
4.509,0.513,Mainline,Begining state machine pass
4.509,0.622,StateMachine,before if(conditionsToCheck
4.510,0.551,StateMachine,before this.everyTime
4.510,0.555,StateMachine,after this.everyTime
4.511,0.423,StateMachine,run completed
4.511,0.588,Mainline,Ending state machine pass
4.512,0.480,Mainline,Begining state machine pass
4.513,0.623,StateMachine,before if(conditionsToCheck
4.513,0.562,StateMachine,before this.everyTime
4.514,0.712,StateMachine,after this.everyTime
4.514,0.476,StateMachine,run completed
4.515,0.570,Mainline,Ending state machine pass
4.515,0.434,Mainline,Begining state machine pass
4.516,0.676,StateMachine,before if(conditionsToCheck
4.517,0.561,StateMachine,before this.everyTime
4.517,0.696,StateMachine,after this.everyTime
4.519,1.388,StateMachine,run completed
4.520,0.990,Mainline,Ending state machine pass
4.520,0.543,Mainline,Begining state machine pass
4.521,0.631,StateMachine,before if(conditionsToCheck
4.521,0.595,StateMachine,before this.everyTime
4.522,0.424,StateMachine,after this.everyTime
4.522,0.590,StateMachine,run completed
4.523,0.484,Mainline,Ending state machine pass
4.523,0.424,Mainline,Begining state machine pass
4.524,0.413,StateMachine,before if(conditionsToCheck
4.524,0.494,StateMachine,before this.everyTime
4.525,0.381,StateMachine,after this.everyTime
4.525,0.651,StateMachine,run completed
4.526,0.371,Mainline,Ending state machine pass
4.526,0.447,Mainline,Begining state machine pass
4.526,0.388,StateMachine,before if(conditionsToCheck
4.527,0.449,StateMachine,before this.everyTime
4.527,0.490,StateMachine,after this.everyTime
4.529,1.129,StateMachine,run completed
4.529,0.697,Mainline,Ending state machine pass
4.530,0.566,Mainline,Begining state machine pass
4.531,0.868,StateMachine,before if(conditionsToCheck
4.531,0.630,StateMachine,before this.everyTime
4.532,0.451,StateMachine,after this.everyTime
4.532,0.475,StateMachine,run completed
4.533,0.391,Mainline,Ending state machine pass
4.533,0.377,Mainline,Begining state machine pass
4.533,0.383,StateMachine,before if(conditionsToCheck
4.534,0.429,StateMachine,before this.everyTime
4.534,0.412,StateMachine,after this.everyTime
4.535,0.395,StateMachine,run completed
4.535,0.393,Mainline,Ending state machine pass
4.535,0.416,Mainline,Begining state machine pass
4.536,0.377,StateMachine,before if(conditionsToCheck
4.536,0.532,StateMachine,before this.everyTime
4.537,0.451,StateMachine,after this.everyTime
4.537,0.483,StateMachine,run completed
4.538,0.551,Mainline,Ending state machine pass
4.538,0.460,Mainline,Begining state machine pass
4.539,0.381,StateMachine,before if(conditionsToCheck
4.539,0.495,StateMachine,before this.everyTime
4.540,0.411,StateMachine,after this.everyTime
4.540,0.398,StateMachine,run completed
4.540,0.414,Mainline,Ending state machine pass
4.541,0.423,Mainline,Begining state machine pass
4.541,0.440,StateMachine,before if(conditionsToCheck
4.542,0.450,StateMachine,before this.everyTime
4.542,0.465,StateMachine,after this.everyTime
4.543,0.422,StateMachine,run completed
4.543,0.451,Mainline,Ending state machine pass
4.543,0.447,Mainline,Begining state machine pass
4.544,0.385,StateMachine,before if(conditionsToCheck
4.544,0.564,StateMachine,before this.everyTime
4.545,0.389,StateMachine,after this.everyTime
4.545,0.373,StateMachine,run completed
4.546,0.357,Mainline,Ending state machine pass
4.546,0.367,Mainline,Begining state machine pass
4.546,0.424,StateMachine,before if(conditionsToCheck
4.547,0.476,StateMachine,before this.everyTime
4.547,0.383,StateMachine,after this.everyTime
4.548,0.416,StateMachine,run completed
4.548,0.457,Mainline,Ending state machine pass
4.548,0.385,Mainline,Begining state machine pass
4.549,0.371,StateMachine,before if(conditionsToCheck
4.549,0.475,StateMachine,before this.everyTime
4.550,0.420,StateMachine,after this.everyTime
4.550,0.398,StateMachine,run completed
4.551,0.413,Mainline,Ending state machine pass
4.551,0.349,Mainline,Begining state machine pass
4.551,0.369,StateMachine,before if(conditionsToCheck
4.552,0.534,StateMachine,before this.everyTime
4.552,0.452,StateMachine,after this.everyTime
4.553,0.420,StateMachine,run completed
4.553,0.418,Mainline,Ending state machine pass
4.553,0.382,Mainline,Begining state machine pass
4.554,0.357,StateMachine,before if(conditionsToCheck
4.554,0.447,StateMachine,before this.everyTime
4.555,0.430,StateMachine,after this.everyTime
4.555,0.440,StateMachine,run completed
4.555,0.341,Mainline,Ending state machine pass
4.556,0.529,Mainline,Begining state machine pass
4.556,0.396,StateMachine,before if(conditionsToCheck
4.557,0.524,StateMachine,before this.everyTime
4.557,0.450,StateMachine,after this.everyTime
4.558,0.501,StateMachine,run completed
4.558,0.391,Mainline,Ending state machine pass
4.559,0.361,Mainline,Begining state machine pass
4.559,0.438,StateMachine,before if(conditionsToCheck
4.560,0.506,StateMachine,before this.everyTime
4.560,0.459,StateMachine,after this.everyTime
4.560,0.481,StateMachine,run completed
4.561,0.404,Mainline,Ending state machine pass
4.561,0.378,Mainline,Begining state machine pass
4.562,0.348,StateMachine,before if(conditionsToCheck
4.562,0.468,StateMachine,before this.everyTime
4.563,0.482,StateMachine,after this.everyTime
4.563,0.446,StateMachine,run completed
4.563,0.401,Mainline,Ending state machine pass
4.564,0.326,Mainline,Begining state machine pass
4.564,0.545,StateMachine,before if(conditionsToCheck
4.565,0.504,StateMachine,before this.everyTime
4.565,0.398,StateMachine,after this.everyTime
4.566,0.377,StateMachine,run completed
4.566,0.331,Mainline,Ending state machine pass
4.566,0.364,Mainline,Begining state machine pass
4.567,0.392,StateMachine,before if(conditionsToCheck
4.567,0.546,StateMachine,before this.everyTime
4.568,0.912,StateMachine,after this.everyTime
4.569,0.583,StateMachine,run completed
4.569,0.482,Mainline,Ending state machine pass
4.570,0.468,Mainline,Begining state machine pass
4.570,0.501,StateMachine,before if(conditionsToCheck
4.571,0.602,StateMachine,before this.everyTime
4.571,0.493,StateMachine,after this.everyTime
4.572,0.422,StateMachine,run completed
4.572,0.458,Mainline,Ending state machine pass
4.573,0.455,Mainline,Begining state machine pass
4.573,0.439,StateMachine,before if(conditionsToCheck
4.574,0.590,StateMachine,before this.everyTime
4.574,0.487,StateMachine,after this.everyTime
4.575,0.476,StateMachine,run completed
4.575,0.445,Mainline,Ending state machine pass
4.575,0.422,Mainline,Begining state machine pass
4.576,0.352,StateMachine,before if(conditionsToCheck
4.576,0.568,StateMachine,before this.everyTime
4.577,0.435,StateMachine,after this.everyTime
4.577,0.484,StateMachine,run completed
4.578,0.557,Mainline,Ending state machine pass
4.578,0.467,Mainline,Begining state machine pass
4.579,0.534,StateMachine,before if(conditionsToCheck
4.579,0.562,StateMachine,before this.everyTime
4.581,1.377,StateMachine,after this.everyTime
4.581,0.466,StateMachine,run completed
4.582,0.405,Mainline,Ending state machine pass
4.582,0.404,Mainline,Begining state machine pass
4.582,0.392,StateMachine,before if(conditionsToCheck
4.583,0.527,StateMachine,before this.everyTime
4.583,0.429,StateMachine,after this.everyTime
4.584,0.373,StateMachine,run completed
4.584,0.405,Mainline,Ending state machine pass
4.585,0.412,Mainline,Begining state machine pass
4.585,0.392,StateMachine,before if(conditionsToCheck
4.585,0.517,StateMachine,before this.everyTime
4.586,0.438,StateMachine,after this.everyTime
4.586,0.387,StateMachine,run completed
4.587,0.341,Mainline,Ending state machine pass
4.587,0.364,Mainline,Begining state machine pass
4.587,0.394,StateMachine,before if(conditionsToCheck
4.588,0.661,StateMachine,before this.everyTime
4.588,0.418,StateMachine,after this.everyTime
4.589,0.414,StateMachine,run completed
4.589,0.424,Mainline,Ending state machine pass
4.590,0.438,Mainline,Begining state machine pass
4.590,0.453,StateMachine,before if(conditionsToCheck
4.591,0.532,StateMachine,before this.everyTime
4.591,0.458,StateMachine,after this.everyTime
4.592,0.426,StateMachine,run completed
4.592,0.473,Mainline,Ending state machine pass
4.593,1.008,Mainline,Begining state machine pass
4.594,0.500,StateMachine,before if(conditionsToCheck
4.595,1.722,StateMachine,before this.everyTime
4.597,1.187,StateMachine,after this.everyTime
4.597,0.546,StateMachine,run completed
4.598,0.552,Mainline,Ending state machine pass
4.598,0.542,Mainline,Begining state machine pass
4.599,0.483,StateMachine,before if(conditionsToCheck
4.599,0.608,StateMachine,before this.everyTime
4.600,0.444,StateMachine,after this.everyTime
4.600,0.398,StateMachine,run completed
4.600,0.349,Mainline,Ending state machine pass
4.601,0.380,Mainline,Begining state machine pass
4.601,0.431,StateMachine,before if(conditionsToCheck
4.602,0.518,StateMachine,before this.everyTime
4.602,0.430,StateMachine,after this.everyTime
4.603,0.421,StateMachine,run completed
4.603,0.387,Mainline,Ending state machine pass
4.603,0.394,Mainline,Begining state machine pass
4.604,0.416,StateMachine,before if(conditionsToCheck
4.604,0.563,StateMachine,before this.everyTime
4.605,0.524,StateMachine,after this.everyTime
4.605,0.501,StateMachine,run completed
4.606,0.799,Mainline,Ending state machine pass
4.607,0.498,Mainline,Begining state machine pass
4.607,0.417,StateMachine,before if(conditionsToCheck
4.608,0.555,StateMachine,before this.everyTime
4.608,0.709,StateMachine,after this.everyTime
4.609,0.460,StateMachine,run completed
4.609,0.621,Mainline,Ending state machine pass
4.610,0.466,Mainline,Begining state machine pass
4.610,0.441,StateMachine,before if(conditionsToCheck
4.611,0.524,StateMachine,before this.everyTime
4.611,0.468,StateMachine,after this.everyTime
4.612,0.504,StateMachine,run completed
4.612,0.397,Mainline,Ending state machine pass
4.613,0.367,Mainline,Begining state machine pass
4.613,0.396,StateMachine,before if(conditionsToCheck
4.613,0.463,StateMachine,before this.everyTime
4.614,0.374,StateMachine,after this.everyTime
4.614,0.382,StateMachine,run completed
4.615,0.350,Mainline,Ending state machine pass
4.615,0.398,Mainline,Begining state machine pass
4.615,0.371,StateMachine,before if(conditionsToCheck
4.616,0.472,StateMachine,before this.everyTime
4.616,0.459,StateMachine,after this.everyTime
4.617,0.428,StateMachine,run completed
4.617,0.413,Mainline,Ending state machine pass
4.618,0.457,Mainline,Begining state machine pass
4.619,1.520,StateMachine,before if(conditionsToCheck
4.620,0.685,StateMachine,before this.everyTime
4.620,0.486,StateMachine,after this.everyTime
4.621,0.433,StateMachine,run completed
4.621,0.458,Mainline,Ending state machine pass
4.622,0.391,Mainline,Begining state machine pass
4.622,0.426,StateMachine,before if(conditionsToCheck
4.622,0.478,StateMachine,before this.everyTime
4.623,0.393,StateMachine,after this.everyTime
4.623,0.539,StateMachine,run completed
4.624,0.411,Mainline,Ending state machine pass
4.624,0.441,Mainline,Begining state machine pass
4.625,0.401,StateMachine,before if(conditionsToCheck
4.625,0.524,StateMachine,before this.everyTime
4.626,0.384,StateMachine,after this.everyTime
4.626,0.409,StateMachine,run completed
4.626,0.403,Mainline,Ending state machine pass
4.627,0.403,Mainline,Begining state machine pass
4.627,0.439,StateMachine,before if(conditionsToCheck
4.628,0.568,StateMachine,before this.everyTime
4.628,0.438,StateMachine,after this.everyTime
4.629,0.396,StateMachine,run completed
4.629,0.386,Mainline,Ending state machine pass
4.629,0.375,Mainline,Begining state machine pass
4.630,0.371,StateMachine,before if(conditionsToCheck
4.630,0.546,StateMachine,before this.everyTime
4.631,0.426,StateMachine,after this.everyTime
4.631,0.429,StateMachine,run completed
4.632,0.358,Mainline,Ending state machine pass
4.632,0.408,Mainline,Begining state machine pass
4.632,0.446,StateMachine,before if(conditionsToCheck
4.633,0.526,StateMachine,before this.everyTime
4.633,0.438,StateMachine,after this.everyTime
4.634,0.336,StateMachine,run completed
4.634,0.374,Mainline,Ending state machine pass
4.634,0.360,Mainline,Begining state machine pass
4.635,0.496,StateMachine,before if(conditionsToCheck
4.635,0.561,StateMachine,before this.everyTime
4.636,0.422,StateMachine,after this.everyTime
4.636,0.387,StateMachine,run completed
4.637,0.327,Mainline,Ending state machine pass
4.637,0.376,Mainline,Begining state machine pass
4.637,0.431,StateMachine,before if(conditionsToCheck
4.638,0.612,StateMachine,before this.everyTime
4.638,0.413,StateMachine,after this.everyTime
4.639,0.430,StateMachine,run completed
4.639,0.417,Mainline,Ending state machine pass
4.640,0.474,Mainline,Begining state machine pass
4.640,0.479,StateMachine,before if(conditionsToCheck
4.641,0.498,StateMachine,before this.everyTime
4.641,0.491,StateMachine,after this.everyTime
4.642,0.391,StateMachine,run completed
4.642,0.365,Mainline,Ending state machine pass
4.642,0.337,Mainline,Begining state machine pass
4.643,0.307,StateMachine,before if(conditionsToCheck
4.643,0.488,StateMachine,before this.everyTime
4.644,0.409,StateMachine,after this.everyTime
4.644,0.392,StateMachine,run completed
4.644,0.370,Mainline,Ending state machine pass
4.645,0.361,Mainline,Begining state machine pass
4.645,0.400,StateMachine,before if(conditionsToCheck
4.646,0.612,StateMachine,before this.everyTime
4.646,0.497,StateMachine,after this.everyTime
4.647,0.419,StateMachine,run completed
4.647,0.403,Mainline,Ending state machine pass
4.647,0.352,Mainline,Begining state machine pass
4.648,0.675,StateMachine,before if(conditionsToCheck
4.649,0.783,StateMachine,before this.everyTime
4.649,0.481,StateMachine,after this.everyTime
4.650,0.426,StateMachine,run completed
4.650,0.381,Mainline,Ending state machine pass
4.650,0.421,Mainline,Begining state machine pass
4.651,0.455,StateMachine,before if(conditionsToCheck
4.651,0.504,StateMachine,before this.everyTime
4.652,0.374,StateMachine,after this.everyTime
4.652,0.403,StateMachine,run completed
4.653,0.368,Mainline,Ending state machine pass
4.653,0.400,Mainline,Begining state machine pass
4.653,0.428,StateMachine,before if(conditionsToCheck
4.654,0.494,StateMachine,before this.everyTime
4.654,0.447,StateMachine,after this.everyTime
4.655,0.411,StateMachine,run completed
4.655,0.393,Mainline,Ending state machine pass
4.656,0.371,Mainline,Begining state machine pass
4.656,0.374,StateMachine,before if(conditionsToCheck
4.656,0.539,StateMachine,before this.everyTime
4.657,0.466,StateMachine,after this.everyTime
4.657,0.456,StateMachine,run completed
4.658,0.613,Mainline,Ending state machine pass
4.658,0.448,Mainline,Begining state machine pass
4.659,0.470,StateMachine,before if(conditionsToCheck
4.659,0.498,StateMachine,before this.everyTime
4.660,0.376,StateMachine,after this.everyTime
4.660,0.397,StateMachine,run completed
4.661,0.395,Mainline,Ending state machine pass
4.661,0.408,Mainline,Begining state machine pass
4.661,0.354,StateMachine,before if(conditionsToCheck
4.662,0.443,StateMachine,before this.everyTime
4.662,0.438,StateMachine,after this.everyTime
4.663,0.464,StateMachine,run completed
4.663,0.449,Mainline,Ending state machine pass
4.664,0.416,Mainline,Begining state machine pass
4.664,0.473,StateMachine,before if(conditionsToCheck
4.664,0.482,StateMachine,before this.everyTime
4.665,0.370,StateMachine,after this.everyTime
4.665,0.371,StateMachine,run completed
4.666,0.362,Mainline,Ending state machine pass
4.666,0.359,Mainline,Begining state machine pass
4.666,0.404,StateMachine,before if(conditionsToCheck
4.667,0.500,StateMachine,before this.everyTime
4.667,0.435,StateMachine,after this.everyTime
4.668,0.478,StateMachine,run completed
4.668,0.438,Mainline,Ending state machine pass
4.669,0.405,Mainline,Begining state machine pass
4.669,0.401,StateMachine,before if(conditionsToCheck
4.669,0.437,StateMachine,before this.everyTime
4.670,0.334,StateMachine,after this.everyTime
4.670,0.418,StateMachine,run completed
4.671,0.411,Mainline,Ending state machine pass
4.671,0.468,Mainline,Begining state machine pass
4.672,0.470,StateMachine,before if(conditionsToCheck
4.672,0.560,StateMachine,before this.everyTime
4.673,0.492,StateMachine,after this.everyTime
4.673,0.433,StateMachine,run completed
4.673,0.415,Mainline,Ending state machine pass
4.674,0.437,Mainline,Begining state machine pass
4.674,0.459,StateMachine,before if(conditionsToCheck
4.675,0.465,StateMachine,before this.everyTime
4.675,0.468,StateMachine,after this.everyTime
4.676,0.451,StateMachine,run completed
4.676,0.559,Mainline,Ending state machine pass
4.677,0.374,Mainline,Begining state machine pass
4.677,0.419,StateMachine,before if(conditionsToCheck
4.678,0.552,StateMachine,before this.everyTime
4.678,0.497,StateMachine,after this.everyTime
4.679,0.463,StateMachine,run completed
4.679,0.396,Mainline,Ending state machine pass
4.679,0.333,Mainline,Begining state machine pass
4.680,0.307,StateMachine,before if(conditionsToCheck
4.680,0.488,StateMachine,before this.everyTime
4.681,0.395,StateMachine,after this.everyTime
4.681,0.372,StateMachine,run completed
4.681,0.455,Mainline,Ending state machine pass
4.682,0.336,Mainline,Begining state machine pass
4.682,0.389,StateMachine,before if(conditionsToCheck
4.683,0.470,StateMachine,before this.everyTime
4.683,0.443,StateMachine,after this.everyTime
4.683,0.368,StateMachine,run completed
4.684,0.301,Mainline,Ending state machine pass
4.684,0.372,Mainline,Begining state machine pass
4.684,0.423,StateMachine,before if(conditionsToCheck
4.685,0.516,StateMachine,before this.everyTime
4.685,0.403,StateMachine,after this.everyTime
4.686,0.361,StateMachine,run completed
4.686,0.355,Mainline,Ending state machine pass
4.687,0.570,Mainline,Begining state machine pass
4.687,0.510,StateMachine,before if(conditionsToCheck
4.688,0.814,StateMachine,before this.everyTime
4.688,0.467,StateMachine,after this.everyTime
4.689,0.504,StateMachine,run completed
4.689,0.553,Mainline,Ending state machine pass
4.690,0.540,Mainline,Begining state machine pass
4.691,0.528,StateMachine,before if(conditionsToCheck
4.691,0.717,StateMachine,before this.everyTime
4.692,0.510,StateMachine,after this.everyTime
4.692,0.438,StateMachine,run completed
4.693,0.459,Mainline,Ending state machine pass
4.693,0.463,Mainline,Begining state machine pass
4.694,0.430,StateMachine,before if(conditionsToCheck
4.694,0.478,StateMachine,before this.everyTime
4.694,0.396,StateMachine,after this.everyTime
4.695,0.442,StateMachine,run completed
4.695,0.439,Mainline,Ending state machine pass
4.696,0.351,Mainline,Begining state machine pass
4.696,0.371,StateMachine,before if(conditionsToCheck
4.697,0.453,StateMachine,before this.everyTime
4.697,0.413,StateMachine,after this.everyTime
4.697,0.404,StateMachine,run completed
4.698,0.520,Mainline,Ending state machine pass
4.698,0.436,Mainline,Begining state machine pass
4.699,0.420,StateMachine,before if(conditionsToCheck
4.699,0.528,StateMachine,before this.everyTime
4.700,0.705,StateMachine,after this.everyTime
4.700,0.436,StateMachine,run completed
4.701,0.429,Mainline,Ending state machine pass
4.701,0.414,Mainline,Begining state machine pass
4.702,0.344,StateMachine,before if(conditionsToCheck
4.702,0.470,StateMachine,before this.everyTime
4.702,0.398,StateMachine,after this.everyTime
4.703,0.394,StateMachine,run completed
4.704,1.111,Mainline,Ending state machine pass
4.704,0.497,Mainline,Begining state machine pass
4.705,0.784,StateMachine,before if(conditionsToCheck
4.706,0.557,StateMachine,before this.everyTime
4.706,0.422,StateMachine,after this.everyTime
4.707,0.361,StateMachine,run completed
4.707,0.417,Mainline,Ending state machine pass
4.707,0.371,Mainline,Begining state machine pass
4.708,0.481,StateMachine,before if(conditionsToCheck
4.708,0.455,StateMachine,before this.everyTime
4.709,0.326,StateMachine,after this.everyTime
4.709,0.465,StateMachine,run completed
4.709,0.434,Mainline,Ending state machine pass
4.710,0.425,Mainline,Begining state machine pass
4.710,0.379,StateMachine,before if(conditionsToCheck
4.711,0.517,StateMachine,before this.everyTime
4.711,0.411,StateMachine,after this.everyTime
4.712,0.338,StateMachine,run completed
4.712,0.356,Mainline,Ending state machine pass
4.712,0.380,Mainline,Begining state machine pass
4.713,0.470,StateMachine,before if(conditionsToCheck
4.713,0.516,StateMachine,before this.everyTime
4.714,0.380,StateMachine,after this.everyTime
4.714,0.397,StateMachine,run completed
4.714,0.376,Mainline,Ending state machine pass
4.715,0.382,Mainline,Begining state machine pass
4.715,0.400,StateMachine,before if(conditionsToCheck
4.716,0.404,StateMachine,before this.everyTime
4.716,0.346,StateMachine,after this.everyTime
4.716,0.373,StateMachine,run completed
4.717,0.407,Mainline,Ending state machine pass
4.717,0.436,Mainline,Begining state machine pass
