sec,r.init,r.init was invoked (a)
3.345,0.482,StateMachine,before if(conditionsToCheck
3.346,0.492,StateMachine,before this.everyTime
3.346,0.456,StateMachine,after this.everyTime
3.346,0.427,StateMachine,run completed
3.347,0.420,Mainline,Ending state machine pass
3.347,0.398,Mainline,Begining state machine pass
3.348,0.391,StateMachine,before if(conditionsToCheck
3.348,0.471,StateMachine,before this.everyTime
3.349,0.387,StateMachine,after this.everyTime
3.349,0.440,StateMachine,run completed
3.349,0.357,Mainline,Ending state machine pass
3.350,0.362,Mainline,Begining state machine pass
3.350,0.379,StateMachine,before if(conditionsToCheck
3.351,0.398,StateMachine,before this.everyTime
3.351,0.505,StateMachine,after this.everyTime
3.351,0.406,StateMachine,run completed
3.352,0.407,Mainline,Ending state machine pass
3.352,0.367,Mainline,Begining state machine pass
3.353,0.375,StateMachine,before if(conditionsToCheck
3.353,0.534,StateMachine,before this.everyTime
3.353,0.375,StateMachine,after this.everyTime
3.354,0.419,StateMachine,run completed
3.354,0.393,Mainline,Ending state machine pass
3.355,0.351,Mainline,Begining state machine pass
3.355,0.395,StateMachine,before if(conditionsToCheck
3.355,0.469,StateMachine,before this.everyTime
3.356,0.425,StateMachine,after this.everyTime
3.356,0.369,StateMachine,run completed
3.357,0.344,Mainline,Ending state machine pass
3.357,0.436,Mainline,Begining state machine pass
3.357,0.392,StateMachine,before if(conditionsToCheck
3.358,0.472,StateMachine,before this.everyTime
3.358,0.377,StateMachine,after this.everyTime
3.359,0.393,StateMachine,run completed
3.359,0.410,Mainline,Ending state machine pass
3.359,0.371,Mainline,Begining state machine pass
3.360,0.386,StateMachine,before if(conditionsToCheck
3.360,0.443,StateMachine,before this.everyTime
3.361,0.402,StateMachine,after this.everyTime
3.361,0.391,StateMachine,run completed
3.361,0.332,Mainline,Ending state machine pass
3.362,0.338,Mainline,Begining state machine pass
3.362,0.381,StateMachine,before if(conditionsToCheck
3.363,0.542,StateMachine,before this.everyTime
3.363,0.433,StateMachine,after this.everyTime
3.364,0.415,StateMachine,run completed
3.364,0.424,Mainline,Ending state machine pass
3.364,0.397,Mainline,Begining state machine pass
3.365,0.411,StateMachine,before if(conditionsToCheck
3.365,0.504,StateMachine,before this.everyTime
3.366,0.415,StateMachine,after this.everyTime
3.366,0.422,StateMachine,run completed
3.367,0.379,Mainline,Ending state machine pass
3.367,0.376,Mainline,Begining state machine pass
3.367,0.409,StateMachine,before if(conditionsToCheck
3.368,0.474,StateMachine,before this.everyTime
3.368,0.460,StateMachine,after this.everyTime
3.369,0.389,StateMachine,run completed
3.369,0.417,Mainline,Ending state machine pass
3.369,0.396,Mainline,Begining state machine pass
3.370,0.411,StateMachine,before if(conditionsToCheck
3.370,0.401,StateMachine,before this.everyTime
3.371,0.320,StateMachine,after this.everyTime
3.371,0.347,StateMachine,run completed
3.371,0.412,Mainline,Ending state machine pass
3.372,0.408,Mainline,Begining state machine pass
3.372,0.414,StateMachine,before if(conditionsToCheck
3.373,0.568,StateMachine,before this.everyTime
3.373,0.417,StateMachine,after this.everyTime
3.374,0.389,StateMachine,run completed
3.374,0.376,Mainline,Ending state machine pass
3.374,0.356,Mainline,Begining state machine pass
3.375,0.525,StateMachine,before if(conditionsToCheck
3.375,0.507,StateMachine,before this.everyTime
3.376,0.559,StateMachine,after this.everyTime
3.376,0.434,StateMachine,run completed
3.377,0.319,Mainline,Ending state machine pass
3.377,0.335,Mainline,Begining state machine pass
3.377,0.384,StateMachine,before if(conditionsToCheck
3.378,0.474,StateMachine,before this.everyTime
3.378,0.382,StateMachine,after this.everyTime
3.378,0.314,StateMachine,run completed
3.379,0.617,Mainline,Ending state machine pass
3.380,0.450,Mainline,Begining state machine pass
3.381,1.778,StateMachine,before if(conditionsToCheck
3.383,1.301,StateMachine,before this.everyTime
3.384,1.079,StateMachine,after this.everyTime
3.385,0.858,StateMachine,run completed
3.387,2.027,Mainline,Ending state machine pass
3.389,1.980,Mainline,Begining state machine pass
3.389,0.857,StateMachine,before if(conditionsToCheck
3.391,1.266,StateMachine,before this.everyTime
3.392,1.095,StateMachine,after this.everyTime
3.392,0.500,StateMachine,run completed
3.393,0.767,Mainline,Ending state machine pass
3.394,0.859,Mainline,Begining state machine pass
3.394,0.541,StateMachine,before if(conditionsToCheck
3.395,0.466,StateMachine,before this.everyTime
3.395,0.413,StateMachine,after this.everyTime
3.396,0.385,StateMachine,run completed
3.396,0.381,Mainline,Ending state machine pass
3.396,0.367,Mainline,Begining state machine pass
3.397,0.440,StateMachine,before if(conditionsToCheck
3.397,0.522,StateMachine,before this.everyTime
3.398,0.418,StateMachine,after this.everyTime
3.398,0.390,StateMachine,run completed
3.399,0.378,Mainline,Ending state machine pass
3.399,0.367,Mainline,Begining state machine pass
3.399,0.459,StateMachine,before if(conditionsToCheck
3.400,0.420,StateMachine,before this.everyTime
3.400,0.388,StateMachine,after this.everyTime
3.401,0.328,StateMachine,run completed
3.401,0.353,Mainline,Ending state machine pass
3.401,0.392,Mainline,Begining state machine pass
3.402,0.402,StateMachine,before if(conditionsToCheck
3.402,0.452,StateMachine,before this.everyTime
3.403,0.450,StateMachine,after this.everyTime
3.403,0.452,StateMachine,run completed
3.403,0.374,Mainline,Ending state machine pass
3.404,0.394,Mainline,Begining state machine pass
3.404,0.418,StateMachine,before if(conditionsToCheck
3.405,0.440,StateMachine,before this.everyTime
3.405,0.380,StateMachine,after this.everyTime
3.405,0.355,StateMachine,run completed
3.406,0.360,Mainline,Ending state machine pass
3.406,0.361,Mainline,Begining state machine pass
3.407,0.406,StateMachine,before if(conditionsToCheck
3.407,0.510,StateMachine,before this.everyTime
3.408,0.464,StateMachine,after this.everyTime
3.408,0.587,StateMachine,run completed
3.409,0.456,Mainline,Ending state machine pass
3.409,0.471,Mainline,Begining state machine pass
3.409,0.439,StateMachine,before if(conditionsToCheck
3.410,0.573,StateMachine,before this.everyTime
3.411,0.532,StateMachine,after this.everyTime
3.411,0.481,StateMachine,run completed
3.411,0.415,Mainline,Ending state machine pass
3.412,0.427,Mainline,Begining state machine pass
3.412,0.373,StateMachine,before if(conditionsToCheck
3.413,0.668,StateMachine,before this.everyTime
3.413,0.412,StateMachine,after this.everyTime
3.414,0.687,StateMachine,run completed
3.414,0.410,Mainline,Ending state machine pass
3.415,0.387,Mainline,Begining state machine pass
3.415,0.384,StateMachine,before if(conditionsToCheck
3.416,0.433,StateMachine,before this.everyTime
3.416,0.400,StateMachine,after this.everyTime
3.416,0.362,StateMachine,run completed
3.417,0.328,Mainline,Ending state machine pass
3.417,0.349,Mainline,Begining state machine pass
3.417,0.351,StateMachine,before if(conditionsToCheck
3.418,0.437,StateMachine,before this.everyTime
3.418,0.373,StateMachine,after this.everyTime
3.419,0.347,StateMachine,run completed
3.419,0.350,Mainline,Ending state machine pass
3.419,0.355,Mainline,Begining state machine pass
3.420,0.360,StateMachine,before if(conditionsToCheck
3.420,0.425,StateMachine,before this.everyTime
3.420,0.348,StateMachine,after this.everyTime
3.421,0.351,StateMachine,run completed
3.421,0.341,Mainline,Ending state machine pass
3.421,0.343,Mainline,Begining state machine pass
3.422,0.369,StateMachine,before if(conditionsToCheck
3.422,0.425,StateMachine,before this.everyTime
3.423,0.396,StateMachine,after this.everyTime
3.423,0.340,StateMachine,run completed
3.423,0.349,Mainline,Ending state machine pass
3.424,0.358,Mainline,Begining state machine pass
3.424,0.623,StateMachine,before if(conditionsToCheck
3.425,0.817,StateMachine,before this.everyTime
3.426,0.654,StateMachine,after this.everyTime
3.426,0.449,StateMachine,run completed
3.427,0.402,Mainline,Ending state machine pass
3.427,0.446,Mainline,Begining state machine pass
3.428,0.423,StateMachine,before if(conditionsToCheck
3.428,0.571,StateMachine,before this.everyTime
3.429,0.404,StateMachine,after this.everyTime
3.429,0.403,StateMachine,run completed
3.429,0.456,Mainline,Ending state machine pass
3.430,0.438,Mainline,Begining state machine pass
3.430,0.387,StateMachine,before if(conditionsToCheck
3.431,0.411,StateMachine,before this.everyTime
3.431,0.394,StateMachine,after this.everyTime
3.432,0.586,StateMachine,run completed
3.432,0.597,Mainline,Ending state machine pass
3.433,0.456,Mainline,Begining state machine pass
3.433,0.474,StateMachine,before if(conditionsToCheck
3.434,0.749,StateMachine,before this.everyTime
3.434,0.405,StateMachine,after this.everyTime
3.435,0.369,StateMachine,run completed
3.435,0.418,Mainline,Ending state machine pass
3.436,0.479,Mainline,Begining state machine pass
3.436,0.414,StateMachine,before if(conditionsToCheck
3.436,0.432,StateMachine,before this.everyTime
3.437,0.553,StateMachine,after this.everyTime
3.437,0.392,StateMachine,run completed
3.438,0.327,Mainline,Ending state machine pass
3.438,0.321,Mainline,Begining state machine pass
3.438,0.348,StateMachine,before if(conditionsToCheck
3.439,0.533,StateMachine,before this.everyTime
3.439,0.426,StateMachine,after this.everyTime
3.440,0.442,StateMachine,run completed
3.441,1.057,Mainline,Ending state machine pass
3.441,0.510,Mainline,Begining state machine pass
3.442,0.457,StateMachine,before if(conditionsToCheck
3.442,0.421,StateMachine,before this.everyTime
3.443,0.356,StateMachine,after this.everyTime
3.443,0.359,StateMachine,run completed
3.443,0.326,Mainline,Ending state machine pass
3.444,0.348,Mainline,Begining state machine pass
3.444,0.343,StateMachine,before if(conditionsToCheck
3.444,0.363,StateMachine,before this.everyTime
3.445,0.290,StateMachine,after this.everyTime
3.445,0.354,StateMachine,run completed
3.445,0.415,Mainline,Ending state machine pass
3.446,0.383,Mainline,Begining state machine pass
3.446,0.384,StateMachine,before if(conditionsToCheck
3.447,0.475,StateMachine,before this.everyTime
3.447,0.391,StateMachine,after this.everyTime
3.447,0.334,StateMachine,run completed
3.448,0.321,Mainline,Ending state machine pass
3.448,0.329,Mainline,Begining state machine pass
3.448,0.358,StateMachine,before if(conditionsToCheck
3.449,0.423,StateMachine,before this.everyTime
3.449,0.377,StateMachine,after this.everyTime
3.449,0.394,StateMachine,run completed
3.450,0.319,Mainline,Ending state machine pass
3.450,0.336,Mainline,Begining state machine pass
3.451,0.383,StateMachine,before if(conditionsToCheck
3.451,0.518,StateMachine,before this.everyTime
3.451,0.388,StateMachine,after this.everyTime
3.452,0.413,StateMachine,run completed
3.452,0.399,Mainline,Ending state machine pass
3.453,0.485,Mainline,Begining state machine pass
3.453,0.402,StateMachine,before if(conditionsToCheck
3.454,0.468,StateMachine,before this.everyTime
3.454,0.387,StateMachine,after this.everyTime
3.454,0.360,StateMachine,run completed
3.455,0.369,Mainline,Ending state machine pass
3.455,0.449,Mainline,Begining state machine pass
3.456,0.414,StateMachine,before if(conditionsToCheck
3.456,0.524,StateMachine,before this.everyTime
3.457,0.458,StateMachine,after this.everyTime
3.457,0.460,StateMachine,run completed
3.457,0.398,Mainline,Ending state machine pass
3.458,0.462,Mainline,Begining state machine pass
3.458,0.459,StateMachine,before if(conditionsToCheck
3.459,0.497,StateMachine,before this.everyTime
3.459,0.595,StateMachine,after this.everyTime
3.460,0.449,StateMachine,run completed
3.460,0.410,Mainline,Ending state machine pass
3.461,0.351,Mainline,Begining state machine pass
3.461,0.399,StateMachine,before if(conditionsToCheck
3.461,0.438,StateMachine,before this.everyTime
3.462,0.420,StateMachine,after this.everyTime
3.462,0.394,StateMachine,run completed
3.463,0.479,Mainline,Ending state machine pass
3.463,0.676,Mainline,Begining state machine pass
3.464,0.416,StateMachine,before if(conditionsToCheck
3.464,0.466,StateMachine,before this.everyTime
3.465,0.347,StateMachine,after this.everyTime
3.465,0.344,StateMachine,run completed
3.465,0.337,Mainline,Ending state machine pass
3.466,0.328,Mainline,Begining state machine pass
3.466,0.415,StateMachine,before if(conditionsToCheck
3.467,0.414,StateMachine,before this.everyTime
3.467,0.376,StateMachine,after this.everyTime
3.467,0.378,StateMachine,run completed
3.468,0.359,Mainline,Ending state machine pass
3.468,0.366,Mainline,Begining state machine pass
3.468,0.406,StateMachine,before if(conditionsToCheck
3.469,0.485,StateMachine,before this.everyTime
3.469,0.455,StateMachine,after this.everyTime
3.470,0.396,StateMachine,run completed
3.470,0.399,Mainline,Ending state machine pass
3.471,0.380,Mainline,Begining state machine pass
3.471,0.375,StateMachine,before if(conditionsToCheck
3.471,0.483,StateMachine,before this.everyTime
3.472,0.433,StateMachine,after this.everyTime
3.472,0.391,StateMachine,run completed
3.473,0.432,Mainline,Ending state machine pass
3.473,0.439,Mainline,Begining state machine pass
3.473,0.412,StateMachine,before if(conditionsToCheck
3.474,0.497,StateMachine,before this.everyTime
3.474,0.418,StateMachine,after this.everyTime
3.475,0.379,StateMachine,run completed
3.475,0.421,Mainline,Ending state machine pass
3.476,0.378,Mainline,Begining state machine pass
3.476,0.382,StateMachine,before if(conditionsToCheck
3.476,0.463,StateMachine,before this.everyTime
3.477,0.358,StateMachine,after this.everyTime
3.477,0.398,StateMachine,run completed
3.478,0.360,Mainline,Ending state machine pass
3.478,0.415,Mainline,Begining state machine pass
3.478,0.431,StateMachine,before if(conditionsToCheck
3.479,0.447,StateMachine,before this.everyTime
3.479,0.406,StateMachine,after this.everyTime
3.480,0.374,StateMachine,run completed
3.480,0.390,Mainline,Ending state machine pass
3.480,0.374,Mainline,Begining state machine pass
3.481,0.362,StateMachine,before if(conditionsToCheck
3.481,0.496,StateMachine,before this.everyTime
3.482,0.405,StateMachine,after this.everyTime
3.482,0.384,StateMachine,run completed
3.482,0.347,Mainline,Ending state machine pass
3.483,0.468,Mainline,Begining state machine pass
3.483,0.427,StateMachine,before if(conditionsToCheck
3.484,0.838,StateMachine,before this.everyTime
3.485,0.498,StateMachine,after this.everyTime
3.485,0.466,StateMachine,run completed
3.485,0.412,Mainline,Ending state machine pass
3.486,0.384,Mainline,Begining state machine pass
3.486,0.399,StateMachine,before if(conditionsToCheck
3.487,0.465,StateMachine,before this.everyTime
3.487,0.476,StateMachine,after this.everyTime
3.488,0.439,StateMachine,run completed
3.488,0.436,Mainline,Ending state machine pass
3.488,0.364,Mainline,Begining state machine pass
3.489,0.378,StateMachine,before if(conditionsToCheck
3.489,0.490,StateMachine,before this.everyTime
3.490,0.398,StateMachine,after this.everyTime
3.490,0.394,StateMachine,run completed
3.490,0.363,Mainline,Ending state machine pass
3.491,0.346,Mainline,Begining state machine pass
3.491,0.400,StateMachine,before if(conditionsToCheck
3.492,0.443,StateMachine,before this.everyTime
3.492,0.435,StateMachine,after this.everyTime
3.493,0.441,StateMachine,run completed
3.493,0.570,Mainline,Ending state machine pass
3.494,0.421,Mainline,Begining state machine pass
3.494,0.452,StateMachine,before if(conditionsToCheck
3.494,0.490,StateMachine,before this.everyTime
3.495,0.369,StateMachine,after this.everyTime
3.495,0.390,StateMachine,run completed
3.496,0.377,Mainline,Ending state machine pass
3.496,0.382,Mainline,Begining state machine pass
3.496,0.408,StateMachine,before if(conditionsToCheck
3.497,0.481,StateMachine,before this.everyTime
3.497,0.439,StateMachine,after this.everyTime
3.498,0.409,StateMachine,run completed
3.498,0.412,Mainline,Ending state machine pass
3.499,0.388,Mainline,Begining state machine pass
3.499,0.437,StateMachine,before if(conditionsToCheck
3.499,0.471,StateMachine,before this.everyTime
3.500,0.608,StateMachine,after this.everyTime
3.500,0.413,StateMachine,run completed
3.501,0.389,Mainline,Ending state machine pass
3.501,0.441,Mainline,Begining state machine pass
3.502,0.429,StateMachine,before if(conditionsToCheck
3.502,0.494,StateMachine,before this.everyTime
3.503,0.426,StateMachine,after this.everyTime
3.503,0.453,StateMachine,run completed
3.504,0.447,Mainline,Ending state machine pass
3.504,0.406,Mainline,Begining state machine pass
3.504,0.428,StateMachine,before if(conditionsToCheck
3.505,0.476,StateMachine,before this.everyTime
3.506,1.281,StateMachine,after this.everyTime
3.507,0.600,StateMachine,run completed
3.507,0.472,Mainline,Ending state machine pass
3.508,0.524,Mainline,Begining state machine pass
3.508,0.476,StateMachine,before if(conditionsToCheck
3.509,0.526,StateMachine,before this.everyTime
3.509,0.474,StateMachine,after this.everyTime
3.510,0.517,StateMachine,run completed
3.510,0.410,Mainline,Ending state machine pass
3.511,0.392,Mainline,Begining state machine pass
3.511,0.473,StateMachine,before if(conditionsToCheck
3.511,0.460,StateMachine,before this.everyTime
3.512,0.492,StateMachine,after this.everyTime
3.512,0.383,StateMachine,run completed
3.513,0.972,Mainline,Ending state machine pass
3.514,0.587,Mainline,Begining state machine pass
3.514,0.446,StateMachine,before if(conditionsToCheck
3.515,0.469,StateMachine,before this.everyTime
3.515,0.512,StateMachine,after this.everyTime
3.516,0.744,StateMachine,run completed
3.517,0.600,Mainline,Ending state machine pass
3.517,0.520,Mainline,Begining state machine pass
3.518,0.599,StateMachine,before if(conditionsToCheck
3.518,0.493,StateMachine,before this.everyTime
3.519,0.774,StateMachine,after this.everyTime
3.520,0.622,StateMachine,run completed
3.521,1.149,Mainline,Ending state machine pass
3.521,0.485,Mainline,Begining state machine pass
3.522,0.528,StateMachine,before if(conditionsToCheck
3.522,0.548,StateMachine,before this.everyTime
3.523,0.843,StateMachine,after this.everyTime
3.524,0.458,StateMachine,run completed
3.524,0.438,Mainline,Ending state machine pass
3.525,0.536,Mainline,Begining state machine pass
3.525,0.480,StateMachine,before if(conditionsToCheck
3.526,0.574,StateMachine,before this.everyTime
3.526,0.458,StateMachine,after this.everyTime
3.527,0.428,StateMachine,run completed
3.527,0.415,Mainline,Ending state machine pass
3.527,0.387,Mainline,Begining state machine pass
3.528,0.620,StateMachine,before if(conditionsToCheck
3.529,0.515,StateMachine,before this.everyTime
3.529,0.435,StateMachine,after this.everyTime
3.529,0.398,StateMachine,run completed
3.530,0.378,Mainline,Ending state machine pass
3.530,0.449,Mainline,Begining state machine pass
3.531,0.714,StateMachine,before if(conditionsToCheck
3.531,0.463,StateMachine,before this.everyTime
3.532,0.351,StateMachine,after this.everyTime
3.532,0.334,StateMachine,run completed
3.532,0.352,Mainline,Ending state machine pass
3.533,0.985,Mainline,Begining state machine pass
3.534,0.556,StateMachine,before if(conditionsToCheck
3.535,0.736,StateMachine,before this.everyTime
3.535,0.408,StateMachine,after this.everyTime
3.536,0.465,StateMachine,run completed
3.536,0.434,Mainline,Ending state machine pass
3.536,0.430,Mainline,Begining state machine pass
3.537,0.404,StateMachine,before if(conditionsToCheck
3.537,0.445,StateMachine,before this.everyTime
3.538,0.417,StateMachine,after this.everyTime
3.538,0.407,StateMachine,run completed
3.538,0.335,Mainline,Ending state machine pass
3.539,0.318,Mainline,Begining state machine pass
3.539,0.365,StateMachine,before if(conditionsToCheck
3.540,0.432,StateMachine,before this.everyTime
3.540,0.431,StateMachine,after this.everyTime
3.540,0.414,StateMachine,run completed
3.541,0.380,Mainline,Ending state machine pass
3.541,0.399,Mainline,Begining state machine pass
3.542,0.379,StateMachine,before if(conditionsToCheck
3.542,0.480,StateMachine,before this.everyTime
3.542,0.404,StateMachine,after this.everyTime
3.543,0.510,StateMachine,run completed
3.543,0.382,Mainline,Ending state machine pass
3.544,0.370,Mainline,Begining state machine pass
3.544,0.648,StateMachine,before if(conditionsToCheck
3.545,0.554,StateMachine,before this.everyTime
3.545,0.404,StateMachine,after this.everyTime
3.546,0.372,StateMachine,run completed
3.546,0.388,Mainline,Ending state machine pass
3.546,0.395,Mainline,Begining state machine pass
3.547,0.355,StateMachine,before if(conditionsToCheck
3.547,0.424,StateMachine,before this.everyTime
3.548,0.419,StateMachine,after this.everyTime
3.548,0.421,StateMachine,run completed
3.548,0.376,Mainline,Ending state machine pass
3.549,0.319,Mainline,Begining state machine pass
3.549,0.358,StateMachine,before if(conditionsToCheck
3.550,0.417,StateMachine,before this.everyTime
3.550,0.375,StateMachine,after this.everyTime
3.550,0.395,StateMachine,run completed
3.551,0.362,Mainline,Ending state machine pass
3.551,0.355,Mainline,Begining state machine pass
3.551,0.376,StateMachine,before if(conditionsToCheck
3.552,0.474,StateMachine,before this.everyTime
3.552,0.410,StateMachine,after this.everyTime
3.553,0.538,StateMachine,run completed
3.553,0.442,Mainline,Ending state machine pass
3.554,0.375,Mainline,Begining state machine pass
3.554,0.764,StateMachine,before if(conditionsToCheck
3.555,0.464,StateMachine,before this.everyTime
3.555,0.375,StateMachine,after this.everyTime
3.556,0.382,StateMachine,run completed
3.556,0.410,Mainline,Ending state machine pass
3.556,0.392,Mainline,Begining state machine pass
3.557,0.388,StateMachine,before if(conditionsToCheck
3.557,0.433,StateMachine,before this.everyTime
3.558,0.375,StateMachine,after this.everyTime
3.558,0.372,StateMachine,run completed
3.558,0.391,Mainline,Ending state machine pass
3.559,0.460,Mainline,Begining state machine pass
3.559,0.419,StateMachine,before if(conditionsToCheck
3.560,0.436,StateMachine,before this.everyTime
3.560,0.390,StateMachine,after this.everyTime
3.560,0.386,StateMachine,run completed
3.561,0.334,Mainline,Ending state machine pass
3.561,0.332,Mainline,Begining state machine pass
3.562,0.378,StateMachine,before if(conditionsToCheck
3.562,0.432,StateMachine,before this.everyTime
3.562,0.396,StateMachine,after this.everyTime
3.563,0.500,StateMachine,run completed
3.563,0.360,Mainline,Ending state machine pass
3.564,0.335,Mainline,Begining state machine pass
3.564,0.347,StateMachine,before if(conditionsToCheck
3.564,0.439,StateMachine,before this.everyTime
3.565,0.400,StateMachine,after this.everyTime
3.565,0.395,StateMachine,run completed
3.565,0.368,Mainline,Ending state machine pass
3.566,0.375,Mainline,Begining state machine pass
3.566,0.402,StateMachine,before if(conditionsToCheck
3.567,0.481,StateMachine,before this.everyTime
3.567,0.447,StateMachine,after this.everyTime
3.568,0.379,StateMachine,run completed
3.568,0.426,Mainline,Ending state machine pass
3.568,0.401,Mainline,Begining state machine pass
3.569,0.429,StateMachine,before if(conditionsToCheck
3.569,0.492,StateMachine,before this.everyTime
3.570,0.377,StateMachine,after this.everyTime
3.570,0.400,StateMachine,run completed
3.570,0.361,Mainline,Ending state machine pass
3.571,0.380,Mainline,Begining state machine pass
3.571,0.434,StateMachine,before if(conditionsToCheck
3.572,0.402,StateMachine,before this.everyTime
3.572,0.379,StateMachine,after this.everyTime
3.572,0.377,StateMachine,run completed
3.573,0.810,Mainline,Ending state machine pass
3.574,0.500,Mainline,Begining state machine pass
3.575,0.821,StateMachine,before if(conditionsToCheck
3.575,0.575,StateMachine,before this.everyTime
3.576,0.407,StateMachine,after this.everyTime
3.576,0.465,StateMachine,run completed
3.577,0.617,Mainline,Ending state machine pass
3.577,0.465,Mainline,Begining state machine pass
3.578,0.576,StateMachine,before if(conditionsToCheck
3.579,1.116,StateMachine,before this.everyTime
3.579,0.469,StateMachine,after this.everyTime
3.580,0.442,StateMachine,run completed
3.580,0.553,Mainline,Ending state machine pass
3.581,0.352,Mainline,Begining state machine pass
3.581,0.396,StateMachine,before if(conditionsToCheck
3.581,0.445,StateMachine,before this.everyTime
3.582,0.469,StateMachine,after this.everyTime
3.583,0.633,StateMachine,run completed
3.583,0.503,Mainline,Ending state machine pass
3.583,0.384,Mainline,Begining state machine pass
3.584,0.381,StateMachine,before if(conditionsToCheck
3.584,0.467,StateMachine,before this.everyTime
3.585,0.369,StateMachine,after this.everyTime
3.585,0.401,StateMachine,run completed
3.585,0.369,Mainline,Ending state machine pass
3.586,0.392,Mainline,Begining state machine pass
3.586,0.442,StateMachine,before if(conditionsToCheck
3.587,0.493,StateMachine,before this.everyTime
3.587,0.502,StateMachine,after this.everyTime
3.588,0.369,StateMachine,run completed
3.588,0.344,Mainline,Ending state machine pass
3.588,0.378,Mainline,Begining state machine pass
3.589,0.372,StateMachine,before if(conditionsToCheck
3.589,0.457,StateMachine,before this.everyTime
3.590,0.379,StateMachine,after this.everyTime
3.590,0.427,StateMachine,run completed
3.591,0.661,Mainline,Ending state machine pass
3.591,0.406,Mainline,Begining state machine pass
3.591,0.371,StateMachine,before if(conditionsToCheck
3.592,0.471,StateMachine,before this.everyTime
3.592,0.420,StateMachine,after this.everyTime
3.593,0.493,StateMachine,run completed
3.593,0.445,Mainline,Ending state machine pass
3.594,0.410,Mainline,Begining state machine pass
3.594,0.529,StateMachine,before if(conditionsToCheck
3.595,0.464,StateMachine,before this.everyTime
3.595,0.431,StateMachine,after this.everyTime
3.595,0.361,StateMachine,run completed
3.596,0.351,Mainline,Ending state machine pass
3.596,0.340,Mainline,Begining state machine pass
3.596,0.370,StateMachine,before if(conditionsToCheck
3.597,0.394,StateMachine,before this.everyTime
3.597,0.383,StateMachine,after this.everyTime
3.598,0.355,StateMachine,run completed
3.598,0.373,Mainline,Ending state machine pass
3.598,0.327,Mainline,Begining state machine pass
3.599,0.321,StateMachine,before if(conditionsToCheck
3.599,0.451,StateMachine,before this.everyTime
3.599,0.382,StateMachine,after this.everyTime
3.600,0.386,StateMachine,run completed
3.600,0.400,Mainline,Ending state machine pass
3.601,0.398,Mainline,Begining state machine pass
3.601,0.408,StateMachine,before if(conditionsToCheck
3.601,0.386,StateMachine,before this.everyTime
3.602,0.329,StateMachine,after this.everyTime
3.602,0.395,StateMachine,run completed
3.603,0.434,Mainline,Ending state machine pass
3.603,0.424,Mainline,Begining state machine pass
3.604,0.563,StateMachine,before if(conditionsToCheck
3.604,0.505,StateMachine,before this.everyTime
3.604,0.379,StateMachine,after this.everyTime
3.605,0.364,StateMachine,run completed
3.605,0.356,Mainline,Ending state machine pass
3.606,0.367,Mainline,Begining state machine pass
3.606,0.420,StateMachine,before if(conditionsToCheck
3.606,0.449,StateMachine,before this.everyTime
3.607,0.392,StateMachine,after this.everyTime
3.607,0.414,StateMachine,run completed
3.608,0.363,Mainline,Ending state machine pass
3.608,0.381,Mainline,Begining state machine pass
3.608,0.369,StateMachine,before if(conditionsToCheck
3.609,0.451,StateMachine,before this.everyTime
3.609,0.441,StateMachine,after this.everyTime
3.610,0.429,StateMachine,run completed
3.610,0.392,Mainline,Ending state machine pass
3.610,0.364,Mainline,Begining state machine pass
3.611,0.391,StateMachine,before if(conditionsToCheck
3.611,0.494,StateMachine,before this.everyTime
3.612,0.442,StateMachine,after this.everyTime
3.612,0.451,StateMachine,run completed
3.613,0.532,Mainline,Ending state machine pass
3.613,0.426,Mainline,Begining state machine pass
3.614,0.382,StateMachine,before if(conditionsToCheck
3.614,0.435,StateMachine,before this.everyTime
3.614,0.388,StateMachine,after this.everyTime
3.615,0.376,StateMachine,run completed
3.615,0.392,Mainline,Ending state machine pass
3.616,0.421,Mainline,Begining state machine pass
3.617,1.255,StateMachine,before if(conditionsToCheck
3.617,0.495,StateMachine,before this.everyTime
3.618,0.461,StateMachine,after this.everyTime
3.618,0.553,StateMachine,run completed
3.619,0.435,Mainline,Ending state machine pass
3.619,0.389,Mainline,Begining state machine pass
3.620,0.481,StateMachine,before if(conditionsToCheck
3.620,0.719,StateMachine,before this.everyTime
3.621,0.457,StateMachine,after this.everyTime
3.621,0.398,StateMachine,run completed
3.622,0.430,Mainline,Ending state machine pass
3.622,0.430,Mainline,Begining state machine pass
3.622,0.399,StateMachine,before if(conditionsToCheck
3.623,0.627,StateMachine,before this.everyTime
3.624,0.428,StateMachine,after this.everyTime
3.624,0.710,StateMachine,run completed
3.625,0.478,Mainline,Ending state machine pass
3.625,0.385,Mainline,Begining state machine pass
3.625,0.334,StateMachine,before if(conditionsToCheck
3.626,0.460,StateMachine,before this.everyTime
3.626,0.362,StateMachine,after this.everyTime
3.627,0.370,StateMachine,run completed
3.627,0.389,Mainline,Ending state machine pass
3.627,0.377,Mainline,Begining state machine pass
3.628,0.380,StateMachine,before if(conditionsToCheck
3.628,0.569,StateMachine,before this.everyTime
3.629,0.381,StateMachine,after this.everyTime
3.629,0.468,StateMachine,run completed
3.630,0.357,Mainline,Ending state machine pass
3.630,0.415,Mainline,Begining state machine pass
3.630,0.398,StateMachine,before if(conditionsToCheck
3.631,0.443,StateMachine,before this.everyTime
3.631,0.462,StateMachine,after this.everyTime
3.632,0.450,StateMachine,run completed
3.632,0.423,Mainline,Ending state machine pass
